CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1925,100111108202500001,202500001,2025-06-12,5555,1108,1,2,4,11,1,7011,2025-06-11 21:54:00,2025-06-12 00:49:00,2025-06-12 01:02:00,12.922506,74.903992,Online Fraud reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 08. Synthetic demonstration record.
1926,100021013202400001,202400001,2024-11-22,5308,1013,1,2,2,6,2,7002,2024-11-21 17:28:00,2024-11-21 19:04:00,2024-11-21 19:16:00,15.114947,76.89606,Vehicle Theft reported in Ballari; registered at Ballari Police Station 03. Synthetic demonstration record.
1927,100061058202300001,202300001,2023-03-16,5262,1058,1,2,7,19,3,7006,2023-03-14 21:25:00,2023-03-14 22:01:00,2023-03-14 22:49:00,17.89423,77.594885,Forgery reported in Bidar; registered at Bidar Police Station 08. Synthetic demonstration record.
1928,100301300202500001,202500001,2025-01-09,5592,1300,1,2,7,19,2,7030,2025-01-07 11:08:00,2025-01-07 13:59:00,2025-01-07 14:58:00,16.799897,77.149035,Forgery reported in Yadgir; registered at Yadgir Police Station 10. Synthetic demonstration record.
1929,100291282202200001,202200001,2022-05-06,5279,1282,1,2,3,9,1,7029,2022-05-05 17:23:00,2022-05-05 20:05:00,2022-05-05 21:17:00,16.866313,75.709686,Sexual Harassment reported in Vijayapura; registered at Vijayapura Police Station 02. Synthetic demonstration record.
1930,300191182202600001,202600001,2026-07-10,5301,1182,2,2,3,8,3,7019,2026-07-10 06:11:00,2026-07-10 06:45:00,2026-07-10 08:03:00,13.132022,78.122404,Domestic Violence reported in Kolar; registered at Kolar Police Station 02. Synthetic demonstration record.
1931,800091089202600001,202600001,2026-03-21,5430,1089,4,2,7,18,2,7009,2026-03-21 21:57:00,2026-03-22 00:41:00,2026-03-22 02:29:00,13.323767,75.80945,Cheating reported in Chikkamagaluru; registered at Chikkamagaluru Police Station 09. Synthetic demonstration record.
1932,100221211202300005,202300005,2023-05-14,5489,1211,1,2,7,18,2,7022,2023-05-13 21:11:00,2023-05-14 00:01:00,2023-05-14 01:59:00,12.230363,76.695158,Cheating reported in Mysuru; registered at Mysuru Police Station 01. Synthetic demonstration record.
1933,100121114202300002,202300002,2023-01-25,5524,1114,1,2,4,11,5,7012,2023-01-24 21:50:00,2023-01-24 23:50:00,2023-01-25 01:45:00,14.49815,75.926879,Online Fraud reported in Davanagere; registered at Davanagere Police Station 04. Synthetic demonstration record.
1934,100281272202300002,202300002,2023-10-28,5277,1272,1,1,2,4,1,7028,2023-10-26 18:28:00,2023-10-26 19:38:00,2023-10-26 20:47:00,14.829342,74.178172,Robbery reported in Uttara Kannada; registered at Uttara Kannada Police Station 02. Synthetic demonstration record.
1935,100081078202600001,202600001,2026-04-18,5347,1078,1,2,2,6,2,7008,2026-04-18 19:57:00,2026-04-18 22:20:00,2026-04-18 23:07:00,13.455079,77.724278,Vehicle Theft reported in Chikkaballapur; registered at Chikkaballapur Police Station 08. Synthetic demonstration record.
1936,100271265202500002,202500002,2025-09-23,5231,1265,1,2,4,11,1,7027,2025-09-21 20:28:00,2025-09-21 21:51:00,2025-09-21 22:49:00,13.391858,74.729651,Online Fraud reported in Udupi; registered at Udupi Police Station 05. Synthetic demonstration record.
1937,100051045202600004,202600004,2026-03-21,5419,1045,1,2,4,11,2,7005,2026-03-20 19:16:00,2026-03-20 22:00:00,2026-03-20 23:45:00,12.938549,77.609133,Online Fraud reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 05. Synthetic demonstration record.
1938,800261259202400001,202400001,2024-08-23,5541,1259,4,2,2,7,1,7026,2024-08-21 02:15:00,2024-08-21 05:01:00,2024-08-21 06:51:00,13.336347,77.154358,House Theft reported in Tumakuru; registered at Tumakuru Police Station 09. Synthetic demonstration record.
1939,100211205202600002,202600002,2026-03-12,5128,1205,1,2,3,8,3,7021,2026-03-11 07:42:00,2026-03-11 10:29:00,2026-03-11 11:53:00,12.526335,76.865432,Domestic Violence reported in Mandya; registered at Mandya Police Station 05. Synthetic demonstration record.
1940,100241232202600002,202600002,2026-07-03,5352,1232,1,1,1,2,1,7024,2026-07-03 05:57:00,2026-07-03 06:24:00,2026-07-03 08:01:00,12.759707,77.293133,Attempt to Murder reported in Ramanagara; registered at Ramanagara Police Station 02. Synthetic demonstration record.
1941,100261256202500003,202500003,2025-10-15,5099,1256,1,2,2,6,1,7026,2025-10-15 19:12:00,2025-10-15 22:03:00,2025-10-15 23:29:00,13.294201,77.154281,Vehicle Theft reported in Tumakuru; registered at Tumakuru Police Station 06. Synthetic demonstration record.
1942,100231230202200001,202200001,2022-06-05,5197,1230,1,2,6,16,2,7023,2022-06-04 22:51:00,2022-06-04 23:38:00,2022-06-05 00:07:00,16.213045,77.355593,Rioting reported in Raichur; registered at Raichur Police Station 10. Synthetic demonstration record.
1943,100051046202500005,202500005,2025-01-10,5437,1046,1,2,4,13,5,7005,2025-01-08 21:52:00,2025-01-09 00:13:00,2025-01-09 00:21:00,12.971807,77.620776,Cyber Stalking reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 06. Synthetic demonstration record.
1944,100141137202200002,202200002,2022-08-09,5445,1137,1,2,6,17,2,7014,2022-08-07 21:06:00,2022-08-07 23:33:00,2022-08-08 00:07:00,15.413914,75.625086,Unlawful Assembly reported in Gadag; registered at Gadag Police Station 07. Synthetic demonstration record.
1945,100231229202200003,202200003,2022-04-17,5161,1229,1,2,4,11,1,7023,2022-04-16 13:05:00,2022-04-16 14:18:00,2022-04-16 14:59:00,16.228985,77.368911,Online Fraud reported in Raichur; registered at Raichur Police Station 09. Synthetic demonstration record.
1946,100081073202500002,202500002,2025-10-30,5528,1073,1,2,1,3,1,7008,2025-10-29 22:23:00,2025-10-30 00:33:00,2025-10-30 01:10:00,13.450654,77.702701,Assault reported in Chikkaballapur; registered at Chikkaballapur Police Station 03. Synthetic demonstration record.
1947,100211201202400004,202400004,2024-04-22,5023,1201,1,1,5,15,3,7021,2024-04-20 09:19:00,2024-04-20 12:13:00,2024-04-20 13:04:00,12.51854,76.946063,Drug Trafficking reported in Mandya; registered at Mandya Police Station 01. Synthetic demonstration record.
1948,100211208202200002,202200002,2022-03-03,5445,1208,1,2,3,9,2,7021,2022-03-01 19:36:00,2022-03-01 21:14:00,2022-03-01 23:06:00,12.525314,76.87217,Sexual Harassment reported in Mandya; registered at Mandya Police Station 08. Synthetic demonstration record.
1949,100091088202200001,202200001,2022-01-19,5585,1088,1,2,4,11,2,7009,2022-01-18 14:23:00,2022-01-18 16:57:00,2022-01-18 18:45:00,13.293207,75.755887,Online Fraud reported in Chikkamagaluru; registered at Chikkamagaluru Police Station 08. Synthetic demonstration record.
1950,100191184202300001,202300001,2023-10-04,5479,1184,1,2,2,6,3,7019,2023-10-03 19:24:00,2023-10-03 21:01:00,2023-10-03 21:21:00,13.165122,78.130841,Vehicle Theft reported in Kolar; registered at Kolar Police Station 04. Synthetic demonstration record.
1951,100121115202500004,202500004,2025-03-21,5445,1115,1,2,1,3,2,7012,2025-03-20 21:59:00,2025-03-21 00:45:00,2025-03-21 01:42:00,14.457944,75.928665,Assault reported in Davanagere; registered at Davanagere Police Station 05. Synthetic demonstration record.
1952,100201194202300001,202300001,2023-06-06,5372,1194,1,2,5,14,2,7020,2023-06-04 01:50:00,2023-06-04 02:15:00,2023-06-04 03:42:00,15.281275,76.16485,NDPS Possession reported in Koppal; registered at Koppal Police Station 04. Synthetic demonstration record.
1953,400171167202500001,202500001,2025-05-17,5578,1167,3,1,1,2,2,7017,2025-05-17 07:50:00,2025-05-17 08:25:00,2025-05-17 10:16:00,17.335199,76.794887,Attempt to Murder reported in Kalaburagi; registered at Kalaburagi Police Station 07. Synthetic demonstration record.
1954,100071061202200001,202200001,2022-01-28,5238,1061,1,1,1,2,5,7007,2022-01-28 05:53:00,2022-01-28 07:22:00,2022-01-28 07:47:00,11.92071,76.903718,Attempt to Murder reported in Chamarajanagar; registered at Chamarajanagar Police Station 01. Synthetic demonstration record.
1955,100111107202400003,202400003,2024-09-11,5053,1107,1,2,4,12,1,7011,2024-09-09 18:17:00,2024-09-09 20:55:00,2024-09-09 21:11:00,12.914335,74.857537,Identity Theft reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 07. Synthetic demonstration record.
1956,100051046202400004,202400004,2024-01-16,5017,1046,1,2,2,7,2,7005,2024-01-15 03:36:00,2024-01-15 05:02:00,2024-01-15 07:01:00,12.964772,77.543201,House Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 06. Synthetic demonstration record.
1957,100131127202500002,202500002,2025-03-23,5346,1127,1,2,1,3,1,7013,2025-03-22 17:32:00,2025-03-22 20:19:00,2025-03-22 21:23:00,15.472164,75.071688,Assault reported in Dharwad; registered at Dharwad Police Station 07. Synthetic demonstration record.
1958,100051044202600004,202600004,2026-04-02,5338,1044,1,2,1,3,2,7005,2026-04-01 02:19:00,2026-04-01 02:37:00,2026-04-01 03:10:00,12.960989,77.637718,Assault reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 04. Synthetic demonstration record.
1959,100021014202400002,202400002,2024-02-15,5275,1014,1,2,4,11,1,7002,2024-02-15 10:01:00,2024-02-15 12:19:00,2024-02-15 12:51:00,15.194236,76.901259,Online Fraud reported in Ballari; registered at Ballari Police Station 04. Synthetic demonstration record.
1960,100071065202400002,202400002,2024-11-09,5514,1065,1,2,7,19,5,7007,2024-11-07 12:05:00,2024-11-07 12:26:00,2024-11-07 12:39:00,11.91937,76.925801,Forgery reported in Chamarajanagar; registered at Chamarajanagar Police Station 05. Synthetic demonstration record.
1961,100291282202600002,202600002,2026-02-15,5279,1282,1,2,3,9,2,7029,2026-02-14 19:01:00,2026-02-14 20:25:00,2026-02-14 21:01:00,16.796854,75.743017,Sexual Harassment reported in Vijayapura; registered at Vijayapura Police Station 02. Synthetic demonstration record.
1962,100031021202400002,202400002,2024-07-30,5562,1021,1,2,4,12,5,7003,2024-07-29 18:12:00,2024-07-29 18:27:00,2024-07-29 19:46:00,15.876955,74.475969,Identity Theft reported in Belagavi; registered at Belagavi Police Station 01. Synthetic demonstration record.
1963,400051049202500002,202500002,2025-07-08,5561,1049,3,2,4,12,2,7005,2025-07-08 13:46:00,2025-07-08 14:17:00,2025-07-08 14:28:00,12.976598,77.588436,Identity Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 09. Synthetic demonstration record.
1964,100271268202500001,202500001,2025-04-19,5138,1268,1,2,2,6,2,7027,2025-04-17 17:42:00,2025-04-17 18:42:00,2025-04-17 20:06:00,13.319023,74.716762,Vehicle Theft reported in Udupi; registered at Udupi Police Station 08. Synthetic demonstration record.
1965,100251247202200001,202200001,2022-01-18,5122,1247,1,2,2,5,3,7025,2022-01-18 01:20:00,2022-01-18 04:13:00,2022-01-18 04:53:00,13.929597,75.592193,Burglary reported in Shivamogga; registered at Shivamogga Police Station 07. Synthetic demonstration record.
1966,100311304202200003,202200003,2022-07-03,5232,1304,1,2,4,13,3,7031,2022-07-01 09:55:00,2022-07-01 12:23:00,2022-07-01 12:30:00,15.318123,76.490087,Cyber Stalking reported in Vijayanagara; registered at Vijayanagara Police Station 04. Synthetic demonstration record.
1967,100011008202200004,202200004,2022-08-04,5255,1008,1,2,7,18,1,7001,2022-08-03 17:04:00,2022-08-03 19:20:00,2022-08-03 19:44:00,16.165339,75.690791,Cheating reported in Bagalkot; registered at Bagalkot Police Station 08. Synthetic demonstration record.
1968,100051046202500006,202500006,2025-03-24,5156,1046,1,2,4,11,1,7005,2025-03-23 14:43:00,2025-03-23 16:02:00,2025-03-23 17:06:00,12.964776,77.568752,Online Fraud reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 06. Synthetic demonstration record.
1969,100221218202500002,202500002,2025-08-09,5011,1218,1,2,2,5,5,7022,2025-08-09 02:03:00,2025-08-09 04:15:00,2025-08-09 05:25:00,12.292084,76.673346,Burglary reported in Mysuru; registered at Mysuru Police Station 08. Synthetic demonstration record.
1970,300241236202200001,202200001,2022-10-13,5272,1236,2,2,5,14,2,7024,2022-10-13 08:37:00,2022-10-13 09:08:00,2022-10-13 11:06:00,12.699949,77.262636,NDPS Possession reported in Ramanagara; registered at Ramanagara Police Station 06. Synthetic demonstration record.
1971,100051044202400003,202400003,2024-03-10,5343,1044,1,2,7,18,2,7005,2024-03-10 10:48:00,2024-03-10 13:16:00,2024-03-10 14:26:00,12.949896,77.568531,Cheating reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 04. Synthetic demonstration record.
1972,100311309202600002,202600002,2026-03-01,5583,1309,1,2,7,18,3,7031,2026-02-27 18:07:00,2026-02-27 19:49:00,2026-02-27 20:57:00,15.361809,76.480985,Cheating reported in Vijayanagara; registered at Vijayanagara Police Station 09. Synthetic demonstration record.
1973,100311301202600002,202600002,2026-05-10,5106,1301,1,2,6,17,2,7031,2026-05-08 14:00:00,2026-05-08 16:41:00,2026-05-08 18:17:00,15.377223,76.48875,Unlawful Assembly reported in Vijayanagara; registered at Vijayanagara Police Station 01. Synthetic demonstration record.
1974,100051048202500003,202500003,2025-07-30,5580,1048,1,2,1,3,3,7005,2025-07-30 03:55:00,2025-07-30 06:07:00,2025-07-30 07:50:00,12.940794,77.646174,Assault reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 08. Synthetic demonstration record.
1975,100291282202200002,202200002,2022-08-28,5321,1282,1,2,4,11,4,7029,2022-08-27 10:46:00,2022-08-27 12:35:00,2022-08-27 13:53:00,16.85914,75.73057,Online Fraud reported in Vijayapura; registered at Vijayapura Police Station 02. Synthetic demonstration record.
1976,100221211202200002,202200002,2022-02-18,5489,1211,1,2,3,8,1,7022,2022-02-17 19:00:00,2022-02-17 19:41:00,2022-02-17 20:46:00,12.330158,76.616193,Domestic Violence reported in Mysuru; registered at Mysuru Police Station 01. Synthetic demonstration record.
1977,100051043202200002,202200002,2022-05-17,5259,1043,1,2,7,18,5,7005,2022-05-15 11:07:00,2022-05-15 12:52:00,2022-05-15 13:50:00,12.947189,77.565368,Cheating reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 03. Synthetic demonstration record.
1978,100211210202300001,202300001,2023-02-24,5081,1210,1,1,3,10,1,7021,2023-02-23 04:01:00,2023-02-23 05:12:00,2023-02-23 05:25:00,12.535268,76.930057,Kidnapping reported in Mandya; registered at Mandya Police Station 10. Synthetic demonstration record.
1979,100101092202400002,202400002,2024-03-29,5318,1092,1,2,3,8,4,7010,2024-03-29 03:13:00,2024-03-29 05:58:00,2024-03-29 07:11:00,14.257085,76.403255,Domestic Violence reported in Chitradurga; registered at Chitradurga Police Station 02. Synthetic demonstration record.
1980,100031029202200003,202200003,2022-10-10,5336,1029,1,2,4,12,4,7003,2022-10-08 10:13:00,2022-10-08 10:34:00,2022-10-08 11:45:00,15.833422,74.487793,Identity Theft reported in Belagavi; registered at Belagavi Police Station 09. Synthetic demonstration record.
1981,100211209202300003,202300003,2023-11-18,5282,1209,1,2,4,11,1,7021,2023-11-18 13:18:00,2023-11-18 15:56:00,2023-11-18 16:11:00,12.562336,76.927645,Online Fraud reported in Mandya; registered at Mandya Police Station 09. Synthetic demonstration record.
1982,100271267202600001,202600001,2026-05-25,5257,1267,1,1,2,4,3,7027,2026-05-25 20:48:00,2026-05-25 23:08:00,2026-05-26 00:47:00,13.309207,74.735658,Robbery reported in Udupi; registered at Udupi Police Station 07. Synthetic demonstration record.
1983,100261258202500002,202500002,2025-08-17,5015,1258,1,2,7,19,2,7026,2025-08-17 16:17:00,2025-08-17 17:17:00,2025-08-17 18:49:00,13.326908,77.074401,Forgery reported in Tumakuru; registered at Tumakuru Police Station 08. Synthetic demonstration record.
1984,300281275202500001,202500001,2025-05-30,5574,1275,2,2,3,8,2,7028,2025-05-28 04:21:00,2025-05-28 05:52:00,2025-05-28 07:00:00,14.804666,74.207992,Domestic Violence reported in Uttara Kannada; registered at Uttara Kannada Police Station 05. Synthetic demonstration record.
1985,100101098202300002,202300002,2023-01-19,5269,1098,1,2,3,9,4,7010,2023-01-18 17:04:00,2023-01-18 19:55:00,2023-01-18 21:16:00,14.159475,76.396026,Sexual Harassment reported in Chitradurga; registered at Chitradurga Police Station 08. Synthetic demonstration record.
1986,100181177202500003,202500003,2025-11-13,5198,1177,1,2,4,11,1,7018,2025-11-11 13:26:00,2025-11-11 15:10:00,2025-11-11 15:39:00,12.320061,75.817147,Online Fraud reported in Kodagu; registered at Kodagu Police Station 07. Synthetic demonstration record.
1987,100061055202500002,202500002,2025-10-27,5536,1055,1,2,6,17,1,7006,2025-10-27 20:30:00,2025-10-27 22:13:00,2025-10-27 22:52:00,17.94897,77.503256,Unlawful Assembly reported in Bidar; registered at Bidar Police Station 05. Synthetic demonstration record.
1988,800071063202600001,202600001,2026-06-09,5009,1063,4,2,2,7,1,7007,2026-06-08 23:57:00,2026-06-09 00:07:00,2026-06-09 00:26:00,11.865559,76.956566,House Theft reported in Chamarajanagar; registered at Chamarajanagar Police Station 03. Synthetic demonstration record.
1989,100031023202500002,202500002,2025-12-29,5127,1023,1,2,2,6,3,7003,2025-12-29 20:20:00,2025-12-29 21:05:00,2025-12-29 22:24:00,15.811019,74.527765,Vehicle Theft reported in Belagavi; registered at Belagavi Police Station 03. Synthetic demonstration record.
1990,100051044202600005,202600005,2026-05-13,5336,1044,1,2,4,12,1,7005,2026-05-11 11:18:00,2026-05-11 12:00:00,2026-05-11 13:22:00,12.967349,77.609676,Identity Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 04. Synthetic demonstration record.
1991,100031030202400007,202400007,2024-01-29,5459,1030,1,2,1,3,1,7003,2024-01-29 23:58:00,2024-01-30 02:36:00,2024-01-30 03:02:00,15.801763,74.523124,Assault reported in Belagavi; registered at Belagavi Police Station 10. Synthetic demonstration record.
1992,100051043202400009,202400009,2024-02-18,5259,1043,1,2,2,6,2,7005,2024-02-18 17:51:00,2024-02-18 19:05:00,2024-02-18 20:43:00,12.944259,77.603183,Vehicle Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 03. Synthetic demonstration record.
1993,100311306202300002,202300002,2023-10-17,5594,1306,1,2,2,6,2,7031,2023-10-17 19:34:00,2023-10-17 20:40:00,2023-10-17 22:03:00,15.370862,76.502357,Vehicle Theft reported in Vijayanagara; registered at Vijayanagara Police Station 06. Synthetic demonstration record.
1994,100151148202600002,202600002,2026-02-20,5566,1148,1,2,3,8,3,7015,2026-02-19 02:51:00,2026-02-19 04:08:00,2026-02-19 04:45:00,13.013197,76.103672,Domestic Violence reported in Hassan; registered at Hassan Police Station 08. Synthetic demonstration record.
1995,100231228202200001,202200001,2022-04-21,5244,1228,1,2,2,6,3,7023,2022-04-21 19:43:00,2022-04-21 22:19:00,2022-04-21 22:26:00,16.244639,77.350392,Vehicle Theft reported in Raichur; registered at Raichur Police Station 08. Synthetic demonstration record.
1996,100281279202600001,202600001,2026-05-04,5338,1279,1,2,4,12,1,7028,2026-05-03 13:52:00,2026-05-03 14:25:00,2026-05-03 14:31:00,14.775839,74.19884,Identity Theft reported in Uttara Kannada; registered at Uttara Kannada Police Station 09. Synthetic demonstration record.
1997,100241239202200001,202200001,2022-11-29,5446,1239,1,2,3,8,1,7024,2022-11-28 02:36:00,2022-11-28 03:17:00,2022-11-28 03:30:00,12.693586,77.260037,Domestic Violence reported in Ramanagara; registered at Ramanagara Police Station 09. Synthetic demonstration record.
1998,300051050202200001,202200001,2022-06-18,5450,1050,2,2,7,18,2,7005,2022-06-18 12:12:00,2022-06-18 14:06:00,2022-06-18 14:22:00,12.961045,77.593168,Cheating reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 10. Synthetic demonstration record.
1999,100171166202400003,202400003,2024-12-26,5342,1166,1,2,3,8,1,7017,2024-12-25 02:50:00,2024-12-25 05:35:00,2024-12-25 06:20:00,17.271518,76.872025,Domestic Violence reported in Kalaburagi; registered at Kalaburagi Police Station 06. Synthetic demonstration record.
2000,100201196202300001,202300001,2023-04-22,5156,1196,1,2,6,16,3,7020,2023-04-20 11:49:00,2023-04-20 14:08:00,2023-04-20 14:21:00,15.358537,76.180093,Rioting reported in Koppal; registered at Koppal Police Station 06. Synthetic demonstration record.
2001,100241240202600001,202600001,2026-01-19,5022,1240,1,2,4,11,5,7024,2026-01-17 17:28:00,2026-01-17 19:21:00,2026-01-17 21:16:00,12.734913,77.29461,Online Fraud reported in Ramanagara; registered at Ramanagara Police Station 10. Synthetic demonstration record.
2002,100071065202300003,202300003,2023-06-16,5400,1065,1,1,3,10,1,7007,2023-06-14 21:22:00,2023-06-14 22:39:00,2023-06-15 00:33:00,11.954805,76.993847,Kidnapping reported in Chamarajanagar; registered at Chamarajanagar Police Station 05. Synthetic demonstration record.
2003,400151142202300001,202300001,2023-08-08,5412,1142,3,2,4,13,2,7015,2023-08-06 12:52:00,2023-08-06 14:56:00,2023-08-06 15:57:00,13.008555,76.076802,Cyber Stalking reported in Hassan; registered at Hassan Police Station 02. Synthetic demonstration record.
2004,100101091202400003,202400003,2024-07-22,5098,1091,1,2,2,6,1,7010,2024-07-22 19:25:00,2024-07-22 21:15:00,2024-07-22 23:11:00,14.206544,76.392275,Vehicle Theft reported in Chitradurga; registered at Chitradurga Police Station 01. Synthetic demonstration record.
2005,100111102202400004,202400004,2024-05-19,5211,1102,1,2,1,3,5,7011,2024-05-17 05:27:00,2024-05-17 07:05:00,2024-05-17 08:24:00,12.882419,74.903753,Assault reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 02. Synthetic demonstration record.
2006,100131130202600002,202600002,2026-03-21,5221,1130,1,2,2,5,2,7013,2026-03-21 01:10:00,2026-03-21 03:50:00,2026-03-21 04:24:00,15.439834,74.99825,Burglary reported in Dharwad; registered at Dharwad Police Station 10. Synthetic demonstration record.
2007,100291286202600001,202600001,2026-03-20,5052,1286,1,2,3,8,3,7029,2026-03-19 15:31:00,2026-03-19 18:11:00,2026-03-19 18:27:00,16.891565,75.666623,Domestic Violence reported in Vijayapura; registered at Vijayapura Police Station 06. Synthetic demonstration record.
2008,100031023202300002,202300002,2023-01-02,5127,1023,1,2,7,18,5,7003,2023-01-02 13:09:00,2023-01-02 14:06:00,2023-01-02 14:55:00,15.879261,74.512141,Cheating reported in Belagavi; registered at Belagavi Police Station 03. Synthetic demonstration record.
2009,400221215202600001,202600001,2026-04-22,5425,1215,3,2,2,7,5,7022,2026-04-20 23:53:00,2026-04-21 01:55:00,2026-04-21 02:21:00,12.261028,76.636248,House Theft reported in Mysuru; registered at Mysuru Police Station 05. Synthetic demonstration record.
2010,100221211202200003,202200003,2022-07-18,5124,1211,1,2,5,14,4,7022,2022-07-17 00:14:00,2022-07-17 01:35:00,2022-07-17 02:40:00,12.319648,76.616503,NDPS Possession reported in Mysuru; registered at Mysuru Police Station 01. Synthetic demonstration record.
2011,100031021202400003,202400003,2024-08-23,5562,1021,1,2,4,11,1,7003,2024-08-21 17:31:00,2024-08-21 20:26:00,2024-08-21 21:42:00,15.843428,74.53424,Online Fraud reported in Belagavi; registered at Belagavi Police Station 01. Synthetic demonstration record.
2012,100031027202400004,202400004,2024-01-13,5299,1027,1,2,3,9,3,7003,2024-01-11 20:13:00,2024-01-11 20:33:00,2024-01-11 20:52:00,15.847597,74.464832,Sexual Harassment reported in Belagavi; registered at Belagavi Police Station 07. Synthetic demonstration record.
2013,100271265202300001,202300001,2023-06-05,5231,1265,1,2,1,3,1,7027,2023-06-03 21:55:00,2023-06-04 00:16:00,2023-06-04 00:42:00,13.370046,74.710828,Assault reported in Udupi; registered at Udupi Police Station 05. Synthetic demonstration record.
2014,100031028202300003,202300003,2023-03-09,5006,1028,1,2,4,11,2,7003,2023-03-08 20:09:00,2023-03-08 22:11:00,2023-03-08 23:22:00,15.88403,74.569024,Online Fraud reported in Belagavi; registered at Belagavi Police Station 08. Synthetic demonstration record.
2015,100291284202300004,202300004,2023-01-25,5258,1284,1,2,2,5,5,7029,2023-01-25 23:25:00,2023-01-26 00:19:00,2023-01-26 01:51:00,16.868749,75.664279,Burglary reported in Vijayapura; registered at Vijayapura Police Station 04. Synthetic demonstration record.
2016,300241239202200001,202200001,2022-02-08,5446,1239,2,1,3,10,1,7024,2022-02-08 04:25:00,2022-02-08 05:47:00,2022-02-08 06:21:00,12.712316,77.283728,Kidnapping reported in Ramanagara; registered at Ramanagara Police Station 09. Synthetic demonstration record.
2017,100141133202300001,202300001,2023-06-02,5205,1133,1,2,2,5,1,7014,2023-05-31 02:21:00,2023-05-31 03:03:00,2023-05-31 03:53:00,15.419529,75.673512,Burglary reported in Gadag; registered at Gadag Police Station 03. Synthetic demonstration record.
2018,100261260202300002,202300002,2023-07-29,5599,1260,1,2,4,12,1,7026,2023-07-28 15:10:00,2023-07-28 15:28:00,2023-07-28 16:57:00,13.335828,77.135324,Identity Theft reported in Tumakuru; registered at Tumakuru Police Station 10. Synthetic demonstration record.
2019,100031022202200001,202200001,2022-11-14,5192,1022,1,1,5,15,5,7003,2022-11-13 13:56:00,2022-11-13 15:24:00,2022-11-13 16:19:00,15.811415,74.527194,Drug Trafficking reported in Belagavi; registered at Belagavi Police Station 02. Synthetic demonstration record.
2020,100031021202500005,202500005,2025-09-11,5562,1021,1,2,2,7,1,7003,2025-09-09 02:53:00,2025-09-09 04:38:00,2025-09-09 05:18:00,15.830938,74.529132,House Theft reported in Belagavi; registered at Belagavi Police Station 01. Synthetic demonstration record.
2021,100111109202500002,202500002,2025-12-28,5341,1109,1,2,4,12,1,7011,2025-12-26 17:26:00,2025-12-26 18:31:00,2025-12-26 19:09:00,12.902556,74.822144,Identity Theft reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 09. Synthetic demonstration record.
2022,100261255202500005,202500005,2025-04-29,5008,1255,1,2,2,6,1,7026,2025-04-29 19:15:00,2025-04-29 21:11:00,2025-04-29 22:02:00,13.364071,77.104666,Vehicle Theft reported in Tumakuru; registered at Tumakuru Police Station 05. Synthetic demonstration record.
2023,100161156202200002,202200002,2022-05-03,5373,1156,1,2,3,8,2,7016,2022-05-03 22:50:00,2022-05-04 01:31:00,2022-05-04 02:46:00,14.782518,75.422353,Domestic Violence reported in Haveri; registered at Haveri Police Station 06. Synthetic demonstration record.
2024,100031025202300002,202300002,2023-06-27,5591,1025,1,2,7,18,3,7003,2023-06-25 12:52:00,2023-06-25 13:46:00,2023-06-25 15:40:00,15.804237,74.550113,Cheating reported in Belagavi; registered at Belagavi Police Station 05. Synthetic demonstration record.
2025,100051047202300008,202300008,2023-01-12,5527,1047,1,2,2,6,2,7005,2023-01-12 20:50:00,2023-01-12 21:32:00,2023-01-12 21:50:00,12.925185,77.592985,Vehicle Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 07. Synthetic demonstration record.
2026,100171170202500001,202500001,2025-11-11,5285,1170,1,2,2,5,4,7017,2025-11-10 03:39:00,2025-11-10 04:59:00,2025-11-10 06:50:00,17.360899,76.840376,Burglary reported in Kalaburagi; registered at Kalaburagi Police Station 10. Synthetic demonstration record.
2027,100111103202300001,202300001,2023-04-20,5538,1103,1,2,5,14,5,7011,2023-04-20 16:11:00,2023-04-20 16:30:00,2023-04-20 16:52:00,12.951381,74.84618,NDPS Possession reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 03. Synthetic demonstration record.
